	Diets	Size_Class	Home_Range	Activity	Schooling	Level_water
61251	PK	S2	Sed	Day	LargeG	Low
61252	FC	S5	Mob	Night	Sol	Bottom
61254	FC	S4	VMob	Day	MedG	Low
61257	PK	S2	Sed	Day	LargeG	Low
61258	PK	S2	Sed	Day	LargeG	Low
61260	IM	S3	Mob	Day	Sol	Bottom
61267	IM	S1	Sed	Day	Sol	Bottom
61269	PK	S2	Sed	Day	Sol	High
61270	FC	S2	Sed	Night	Sol	Bottom
61273	IM	S1	Sed	Day	Sol	Bottom
61275	IM	S1	Sed	Day	Sol	Bottom
61277	IM	S1	Sed	Day	Sol	Bottom
61282	IM	S2	Sed	Day	Sol	Bottom
61300	IM	S3	VMob	Night	MedG	Bottom
61301	IM	S4	VMob	Night	MedG	Bottom
61305	OM	S2	Sed	Day	Sol	Bottom
61309	OM	S2	Sed	Day	Sol	Bottom
61312	OM	S1	Sed	Day	Sol	Bottom
61314	OM	S1	Sed	Day	Sol	Bottom
61315	IM	S1	Sed	Day	Sol	Bottom
61317	PK	S2	Sed	Day	Pair	Bottom
61320	IM	S2	Sed	Day	Sol	Bottom
61321	IM	S1	Sed	Day	Sol	Bottom
61323	OM	S1	Sed	Day	Sol	Bottom
61324	PK	S1	Sed	Day	Sol	Bottom
61325	IM	S1	Sed	Day	SmallG	Bottom
61326	IM	S1	Sed	Day	SmallG	Bottom
61327	PK	S1	Sed	Day	Sol	Bottom
61328	IM	S1	Sed	Day	Sol	Bottom
61329	IM	S1	Sed	Day	Sol	Bottom
61330	IM	S1	Sed	Day	Sol	Bottom
61335	IM	S2	Sed	Day	Sol	Bottom
61370	PK	S3	Mob	Night	SmallG	Low
61391	FC	S4	Sed	Night	Sol	Bottom
61393	FC	S4	Sed	Night	Sol	Bottom
61394	IM	S1	Sed	Night	Sol	Bottom
61396	IM	S2	Sed	Day	Sol	Bottom
61404	IS	S1	Sed	Day	Pair	Bottom
61431	PK	S1	Sed	Day	Sol	Bottom
61432	IM	S1	Sed	Day	Sol	Bottom
61473	IM	S1	Sed	Day	Sol	Bottom
61474	IM	S1	Sed	Day	Sol	Bottom
61475	IM	S1	Sed	Day	Sol	Bottom
61476	IM	S1	Sed	Day	Sol	Bottom
61477	IM	S1	Sed	Day	Sol	Bottom
61479	IM	S1	Sed	Day	Sol	Bottom
61480	IM	S1	Sed	Day	Sol	Bottom
61481	IM	S1	Sed	Day	Sol	Bottom
61483	IM	S1	Sed	Day	Sol	Bottom
61484	IM	S1	Sed	Day	Sol	Bottom
61485	IM	S1	Sed	Day	Sol	Bottom
61486	IM	S1	Sed	Day	Sol	Bottom
61487	IM	S1	Sed	Day	Sol	Bottom
61522	IM	S1	Sed	Day	Sol	Bottom
61523	PK	S1	Sed	Night	SmallG	Low
61524	PK	S1	Sed	Night	SmallG	Low
61536	PK	S1	Sed	Day	LargeG	Low
61537	IM	S3	Mob	Night	SmallG	Bottom
61607	OM	S3	Sed	Day	SmallG	Bottom
61614	OM	S2	Sed	Night	Sol	Bottom
61636	OM	S2	Sed	Day	Sol	Bottom
61638	IM	S1	Sed	Day	Sol	Bottom
61657	IM	S3	Sed	Day	Sol	Bottom
61658	IM	S5	VMob	Both	MedG	Bottom
61674	PK	S1	Mob	Day	MedG	Low
61723	IM	S2	Sed	Day	Sol	Bottom
61728	PK	S1	Sed	Day	MedG	Low
61752	IM	S3	Mob	Day	Sol	Bottom
61816	HD	S3	Mob	Day	SmallG	Low
61853	OM	S2	Sed	Day	SmallG	Bottom
61859	PK	S1	Sed	Day	MedG	Low
61860	PK	S1	Sed	Day	MedG	Low
61867	OM	S1	Sed	Day	Sol	Bottom
61868	OM	S1	Sed	Day	Sol	Bottom
61869	OM	S1	Sed	Day	Sol	Bottom
61888	OM	S1	Sed	Day	Sol	Bottom
61889	OM	S1	Sed	Day	Sol	Bottom
61891	OM	S1	Sed	Day	Sol	Bottom
61900	OM	S1	Sed	Day	Sol	Bottom
61933	HD	S5	VMob	Both	LargeG	High
61937	OM	S1	Sed	Day	Sol	Bottom
62017	PK	S2	Sed	Day	SmallG	Low
62023	IM	S1	Sed	Day	SmallG	Bottom
62032	PK	S1	Sed	Day	MedG	Low
62035	OM	S2	Sed	Day	Sol	Bottom
62051	PK	S1	Sed	Day	Sol	Bottom
62052	PK	S1	Sed	Day	SmallG	Bottom
62053	PK	S1	Sed	Day	Sol	Bottom
62074	FC	S1	Sed	Night	Sol	Bottom
62083	HD	S2	Sed	Day	Sol	Bottom
62148	HD	S1	Sed	Day	Sol	Bottom
62149	HD	S1	Sed	Day	Sol	Bottom
62159	PK	S4	VMob	Day	MedG	Low
62160	IM	S2	Sed	Night	Sol	Bottom
62170	PK	S1	Sed	Day	SmallG	Bottom
62173	OM	S1	Sed	Day	SmallG	Bottom
62176	IM	S1	Sed	Day	Sol	Bottom
62183	IM	S1	Sed	Night	Sol	Bottom
62184	IM	S1	Sed	Night	Sol	Bottom
62209	HD	S2	Sed	Day	Sol	Bottom
62210	IM	S1	Sed	Day	Sol	Bottom
62211	IM	S1	Sed	Day	Sol	Bottom
62212	IM	S2	Mob	Day	Sol	Bottom
62224	OM	S1	Sed	Day	Sol	Bottom
62226	PK	S1	Sed	Day	SmallG	Bottom
62228	PK	S1	Sed	Day	SmallG	Bottom
62268	IM	S1	Mob	Day	Sol	Low
62269	IM	S1	Mob	Day	Sol	Low
6230	PK	S2	Sed	Night	MedG	Low
62300	PK	S2	Sed	Night	MedG	Low
62382	FC	S3	VMob	Night	MedG	High
62423	HM	S4	VMob	Day	MedG	Low
62424	HM	S4	VMob	Day	MedG	Low
62435	HD	S4	Mob	Day	MedG	Bottom
62523	IM	S3	Sed	Day	Sol	Bottom
62534	IM	S1	Sed	Day	Sol	Bottom
62550	IM	S3	Sed	Night	Sol	Bottom
62612	IM	S4	Sed	Day	Sol	Bottom
62614	IM	S2	Mob	Day	Sol	Bottom
62615	IM	S2	Sed	Day	Sol	Bottom
62643	IM	S1	Sed	Day	Sol	Bottom
62645	IS	S1	Sed	Day	Sol	Bottom
62648	IM	S2	Sed	Day	Sol	Bottom
62662	FC	S4	Sed	Night	Sol	Bottom
62722	OM	S2	Sed	Day	Pair	Bottom
62796	IM	S2	Sed	Night	Sol	Bottom
62864	PK	S1	Sed	Day	SmallG	Bottom
62865	PK	S1	Sed	Day	SmallG	Bottom
62867	HD	S1	Sed	Day	Sol	Bottom
62869	PK	S2	Sed	Night	SmallG	Low
629	PK	S3	VMob	Both	LargeG	High
62928	IM	S2	Sed	Day	Sol	Bottom
62929	IM	S1	Sed	Day	Sol	Bottom
62930	IM	S2	Sed	Day	Sol	Bottom
62931	IM	S1	Sed	Day	Sol	Bottom
62945	IM	S2	Sed	Night	Sol	Bottom
62946	IM	S3	Mob	Day	SmallG	Bottom
62948	PK	S1	Sed	Day	LargeG	Low
62952	IM	S2	Mob	Day	SmallG	Bottom
62958	PK	S1	Sed	Day	Sol	Bottom
62959	PK	S1	Sed	Day	Sol	Bottom
62960	PK	S1	Sed	Day	Sol	Bottom
62961	PK	S1	Sed	Day	Sol	Bottom
62973	FC	S2	Sed	Night	Sol	Bottom
62975	OM	S1	Sed	Day	Sol	Bottom
62976	IM	S1	Sed	Day	Sol	Bottom
63017	IM	S2	Sed	Day	Sol	Bottom
6303	IM	S2	Sed	Day	Sol	Bottom
63067	HD	S1	Sed	Day	Sol	Bottom
63068	IM	S1	Mob	Both	Sol	Bottom
63096	IM	S1	Sed	Night	Sol	Bottom
63109	OM	S1	Sed	Day	Sol	Bottom
63111	OM	S1	Sed	Day	Sol	Bottom
63112	OM	S1	Sed	Day	Sol	Bottom
63113	OM	S1	Sed	Day	Sol	Bottom
63114	PK	S1	Sed	Day	Sol	Bottom
63115	PK	S1	Sed	Day	Sol	Bottom
63117	PK	S1	Sed	Day	Sol	Bottom
63118	PK	S1	Sed	Day	Sol	Bottom
63162	IM	S1	Sed	Night	Sol	Bottom
63168	IM	S2	Sed	Night	Sol	Bottom
63169	IM	S2	Sed	Night	Sol	Bottom
6317	IM	S6	VMob	Both	SmallG	Bottom
63170	IM	S1	Sed	Night	Sol	Bottom
63171	IM	S2	Sed	Night	Sol	Bottom
63193	IM	S1	Sed	Night	Sol	Bottom
63194	IM	S2	Sed	Night	Sol	Bottom
63195	IM	S1	Sed	Night	Sol	Bottom
63201	IM	S2	Sed	Night	Sol	Bottom
63205	IM	S1	Sed	Night	Sol	Bottom
63206	IM	S2	Sed	Night	Sol	Bottom
63208	IM	S2	Sed	Night	Sol	Bottom
63209	IM	S1	Sed	Night	Sol	Bottom
63210	IM	S1	Sed	Night	Sol	Bottom
63219	IM	S1	Sed	Night	Sol	Bottom
63220	IM	S1	Sed	Night	Sol	Bottom
63221	IM	S1	Sed	Night	Sol	Bottom
63222	IM	S1	Sed	Night	Sol	Bottom
63224	IM	S2	Sed	Night	Sol	Bottom
63225	IM	S1	Sed	Night	Sol	Bottom
63226	IM	S1	Sed	Night	Sol	Bottom
63227	IM	S1	Sed	Night	Sol	Bottom
63230	IM	S1	Sed	Night	Sol	Bottom
63231	IM	S1	Sed	Night	Sol	Bottom
63233	IM	S1	Sed	Night	Sol	Bottom
63234	IM	S2	Sed	Night	Sol	Bottom
63242	FC	S5	Mob	Day	Sol	Bottom
63251	IM	S2	Sed	Night	Sol	Bottom
63255	IM	S1	Sed	Night	Sol	Bottom
63270	IM	S1	Sed	Night	Sol	Bottom
63272	IM	S1	Sed	Night	Sol	Bottom
63273	IM	S2	Sed	Night	Sol	Bottom
63277	IM	S2	Sed	Night	Sol	Bottom
63278	IM	S1	Sed	Night	Sol	Bottom
63280	IM	S1	Sed	Night	Sol	Bottom
63282	IM	S1	Sed	Night	Sol	Bottom
63283	IM	S2	Sed	Night	Sol	Bottom
63358	IM	S1	Sed	Day	Sol	Bottom
63365	IM	S1	Sed	Night	Sol	Bottom
63366	IM	S1	Sed	Night	Sol	Bottom
63374	PK	S1	Sed	Day	Sol	Bottom
63375	PK	S1	Sed	Day	Sol	Bottom
63380	IM	S1	Sed	Day	Sol	Bottom
63422	IM	S3	Sed	Night	Sol	Bottom
63423	PK	S1	Sed	Night	LargeG	Low
63424	PK	S1	Sed	Night	LargeG	Low
63426	PK	S6	Sed	Day	SmallG	Bottom
63427	PK	S1	Sed	Night	SmallG	Low
63428	PK	S2	Sed	Night	SmallG	Low
63429	PK	S1	Sed	Night	SmallG	Low
63430	IM	S1	Sed	Day	Sol	Bottom
63431	OM	S1	Sed	Day	Sol	Bottom
63440	IM	S2	Mob	Day	Sol	Bottom
63445	PK	S1	Sed	Day	SmallG	Low
63447	PK	S2	Sed	Night	SmallG	Low
63450	IM	S3	Mob	Day	Sol	Bottom
6347	IM	S3	Sed	Day	Sol	Bottom
63514	FC	S5	VMob	Day	LargeG	High
63541	PK	S1	Sed	Day	Sol	Bottom
63542	PK	S1	Sed	Day	Sol	Bottom
63543	PK	S1	Sed	Day	Sol	Bottom
63544	PK	S1	Sed	Day	Sol	Bottom
63549	PK	S1	Sed	Day	Sol	Bottom
63553	PK	S1	Sed	Day	MedG	Low
63577	OM	S3	Mob	Day	SmallG	Bottom
6358	FC	S6	VMob	Both	MedG	High
6359	PK	S4	VMob	Day	MedG	Low
6360	FC	S6	VMob	Both	SmallG	High
63604	FC	S4	Sed	Night	Sol	Bottom
6362	IM	S6	Mob	Day	Sol	Low
6364	IM	S5	Mob	Day	Sol	Bottom
6365	IM	S4	Mob	Day	SmallG	Bottom
6366	IM	S5	Mob	Day	SmallG	Bottom
63660	OM	S1	Sed	Day	SmallG	Bottom
6368	IM	S6	Mob	Day	Sol	Low
63698	PK	S2	Sed	Night	SmallG	Bottom
6370	IM	S5	Mob	Day	Sol	Bottom
63700	IM	S1	Sed	Day	Sol	Bottom
63703	PK	S1	Sed	Day	SmallG	Bottom
63704	PK	S1	Sed	Day	MedG	Low
6371	FC	S6	Mob	Both	Sol	Bottom
63714	IM	S1	Sed	Day	Sol	Bottom
63719	IM	S1	Sed	Day	Sol	Bottom
63722	PK	S2	Sed	Day	LargeG	Low
63725	IM	S1	Sed	Day	Sol	Bottom
63726	IM	S1	Sed	Day	Pair	Bottom
63727	FC	S3	Sed	Night	Sol	Low
6373	IM	S4	Mob	Day	SmallG	Bottom
63732	OM	S1	Sed	Day	SmallG	Bottom
63749	PK	S2	Sed	Night	SmallG	Low
63750	PK	S2	Sed	Night	SmallG	Low
63751	PK	S1	Sed	Night	SmallG	Bottom
63755	IM	S1	Sed	Day	Sol	Bottom
63763	IM	S2	Mob	Day	Sol	Bottom
63765	IM	S2	Mob	Day	Sol	Bottom
6380	FC	S6	Sed	Night	Sol	Bottom
6383	IM	S3	Sed	Night	Sol	Bottom
63838	FC	S4	Mob	Night	Sol	Bottom
6384	FC	S3	Sed	Night	SmallG	Bottom
63850	PK	S1	Sed	Day	MedG	Low
63852	PK	S1	Sed	Day	MedG	Low
63860	IM	S1	Sed	Both	Sol	Bottom
63872	OM	S2	Sed	Day	SmallG	Bottom
63874	PK	S2	Sed	Day	LargeG	Low
63878	FC	S3	Mob	Day	Sol	Bottom
6388	FC	S3	Sed	Night	Sol	Bottom
63881	IM	S1	Sed	Day	Sol	Bottom
63884	IM	S1	Sed	Day	Sol	Bottom
63885	IM	S1	Sed	Day	Sol	Bottom
63886	IM	S1	Sed	Day	Sol	Bottom
63887	IM	S1	Sed	Day	Sol	Bottom
63889	OM	S1	Sed	Day	SmallG	Bottom
6389	FC	S5	Sed	Night	Sol	Bottom
63902	PK	S1	Sed	Night	SmallG	Low
63907	IM	S4	Mob	Both	SmallG	Bottom
63908	IM	S4	Mob	Both	SmallG	Bottom
63911	IM	S1	Sed	Day	Sol	Bottom
6392	IM	S3	Mob	Night	Sol	Bottom
63939	OM	S1	Sed	Day	Sol	Bottom
63941	PK	S2	Sed	Day	MedG	Low
63944	PK	S1	Sed	Day	Sol	Bottom
63945	PK	S1	Sed	Day	Sol	Bottom
6395	FC	S6	Sed	Night	Sol	Bottom
63956	IM	S1	Sed	Day	Sol	Bottom
63959	IM	S1	Sed	Day	Sol	Bottom
6396	FC	S5	Sed	Both	Sol	Bottom
63960	IM	S1	Sed	Day	Sol	Bottom
63961	IM	S2	Sed	Day	Sol	Bottom
63981	PK	S1	Sed	Day	MedG	Low
63983	PK	S1	Sed	Day	MedG	Low
6399	IM	S4	VMob	Both	Sol	Bottom
63993	IM	S1	Sed	Day	SmallG	Bottom
64	IM	S1	Sed	Day	Sol	Bottom
640	IM	S2	Sed	Day	Sol	Bottom
6400	IS	S4	Mob	Day	Sol	Bottom
6401	IS	S5	Mob	Day	Sol	Bottom
64023	IM	S2	Mob	Day	Sol	Bottom
64026	IM	S2	Mob	Day	Sol	Bottom
6403	FC	S3	Mob	Both	Sol	Bottom
6404	FC	S4	Sed	Night	Sol	Low
64060	FC	S2	Mob	Both	Sol	Bottom
6407	IM	S3	Sed	Day	Sol	Low
6408	IM	S5	Mob	Day	Sol	Bottom
64088	IM	S2	Sed	Night	Sol	Bottom
6414	IM	S4	Sed	Day	Sol	Bottom
64152	IM	S1	Sed	Night	Sol	Bottom
6416	IM	S5	VMob	Day	SmallG	Bottom
64181	PK	S2	Sed	Day	SmallG	Bottom
64182	PK	S2	Sed	Day	MedG	Low
64196	OM	S1	Sed	Day	Sol	Bottom
64203	PK	S1	Sed	Night	SmallG	Bottom
64204	IM	S2	Sed	Day	Sol	Bottom
64206	IM	S1	Sed	Night	Sol	Bottom
64209	IM	S2	Sed	Day	Pair	Bottom
64210	PK	S1	Sed	Day	MedG	Low
64212	PK	S2	Sed	Day	MedG	Low
64215	PK	S3	VMob	Day	LargeG	High
64216	IM	S1	Sed	Day	Sol	Bottom
64221	IM	S2	Sed	Night	Sol	Bottom
64223	HD	S1	Sed	Day	Sol	Bottom
64230	IM	S3	Mob	Day	Sol	Bottom
64231	IM	S3	Mob	Day	Sol	Bottom
64232	IM	S3	Mob	Day	Sol	Bottom
64240	IM	S2	Mob	Day	Sol	Bottom
64241	IM	S3	Mob	Day	Sol	Bottom
64242	IM	S3	Mob	Day	Sol	Bottom
64243	IM	S4	Mob	Day	Sol	Bottom
64244	IM	S4	Mob	Day	Sol	Bottom
6426	IM	S6	VMob	Both	SmallG	Bottom
64273	IM	S1	Sed	Day	Sol	Bottom
64285	IM	S2	Mob	Day	SmallG	Bottom
643	IM	S1	Sed	Day	Sol	Bottom
6433	IM	S6	Mob	Day	Sol	Bottom
6437	IM	S1	Sed	Day	Sol	Bottom
6438	OM	S4	Mob	Day	Sol	Bottom
6439	FC	S6	Mob	Both	Sol	Bottom
6440	FC	S5	Mob	Both	Sol	Bottom
6441	FC	S5	Mob	Both	Sol	Bottom
6442	FC	S3	Sed	Both	Sol	Bottom
6443	FC	S5	Sed	Both	Sol	Bottom
6444	FC	S4	Sed	Both	Sol	Bottom
6445	FC	S4	Sed	Both	Sol	Bottom
6446	FC	S4	Sed	Both	Sol	Bottom
6447	IM	S4	Sed	Both	Sol	Bottom
64478	IM	S1	Sed	Night	Sol	Bottom
64479	IM	S1	Sed	Night	Sol	Bottom
6448	FC	S3	Sed	Both	Sol	Bottom
64480	IM	S1	Sed	Night	Sol	Bottom
64483	IM	S1	Sed	Night	Sol	Bottom
64484	IM	S1	Sed	Night	Sol	Bottom
64489	IM	S1	Sed	Night	Sol	Bottom
6449	FC	S3	Sed	Both	Sol	Bottom
64490	IM	S1	Sed	Night	Sol	Bottom
64491	IM	S1	Sed	Night	Sol	Bottom
64492	IM	S1	Sed	Night	Sol	Bottom
64493	IM	S1	Sed	Night	Sol	Bottom
64494	IM	S1	Sed	Night	Sol	Bottom
6450	FC	S4	Sed	Both	Sol	Bottom
64507	IM	S1	Sed	Night	Sol	Bottom
6451	IM	S4	Mob	Both	Sol	Bottom
64510	IM	S1	Sed	Night	Sol	Bottom
64515	FC	S3	VMob	Both	SmallG	High
6452	FC	S4	Sed	Both	Sol	Bottom
6453	FC	S5	Sed	Both	Sol	Bottom
6454	FC	S5	Mob	Both	Sol	Bottom
64545	IM	S1	Sed	Day	Sol	Bottom
64547	IM	S1	Sed	Day	Sol	Bottom
64549	PK	S1	Sed	Day	Pair	Bottom
6455	FC	S4	Sed	Both	Sol	Bottom
64553	IM	S1	Sed	Day	Sol	Bottom
6456	FC	S3	Sed	Both	Sol	Bottom
6457	FC	S5	Mob	Both	Sol	Bottom
64573	IM	S3	Sed	Night	Sol	Bottom
64578	IM	S3	Sed	Day	Sol	Bottom
6458	FC	S6	Mob	Both	Sol	Bottom
6459	FC	S5	Mob	Both	Sol	Bottom
6460	FC	S4	Mob	Both	Sol	Bottom
64603	OM	S1	Sed	Day	Sol	Bottom
64604	OM	S1	Sed	Day	Sol	Bottom
64605	OM	S1	Sed	Day	Sol	Bottom
64606	OM	S1	Sed	Day	Sol	Bottom
64607	OM	S1	Sed	Day	Sol	Bottom
64608	OM	S1	Sed	Day	Sol	Bottom
64609	OM	S1	Sed	Day	Sol	Bottom
64620	FC	S4	Mob	Day	Sol	Bottom
64626	IM	S3	Mob	Day	SmallG	Bottom
6464	IM	S4	VMob	Day	SmallG	Low
6465	FC	S6	Mob	Both	Sol	Bottom
6466	FC	S4	Mob	Both	Sol	Bottom
6467	FC	S4	Mob	Both	Sol	Bottom
6468	FC	S6	Mob	Both	Sol	Bottom
64696	IM	S1	Sed	Day	Sol	Bottom
6470	IM	S6	Mob	Both	Sol	Bottom
6471	FC	S4	Mob	Both	Sol	Bottom
64717	IM	S1	Sed	Day	Sol	Bottom
64718	IM	S1	Sed	Day	SmallG	Bottom
6472	FC	S4	Mob	Both	Sol	Bottom
64725	PK	S2	Sed	Day	Sol	Bottom
6473	FC	S5	Mob	Both	Sol	Bottom
64735	IM	S2	Mob	Night	MedG	Low
64744	IM	S3	VMob	Both	Sol	Bottom
64746	IM	S1	Sed	Day	Sol	Bottom
6475	FC	S4	Mob	Both	Sol	Bottom
64757	IM	S1	Sed	Day	SmallG	Bottom
6476	FC	S5	Mob	Both	Sol	Bottom
64762	PK	S1	Sed	Day	MedG	Low
64768	IM	S1	Sed	Day	Sol	Bottom
64769	IM	S2	Sed	Day	Sol	Bottom
6477	FC	S4	VMob	Day	Sol	Low
64770	IM	S1	Sed	Day	Sol	Bottom
64771	IM	S2	Sed	Day	Sol	Bottom
64774	IM	S2	Sed	Day	Sol	Bottom
6478	FC	S5	Mob	Day	Sol	Bottom
6479	FC	S5	VMob	Both	Sol	Bottom
64800	IM	S1	Sed	Day	Sol	Bottom
64801	IM	S1	Sed	Day	Sol	Bottom
64802	IM	S1	Sed	Day	Sol	Bottom
64826	HD	S1	Sed	Day	Sol	Bottom
6483	IM	S3	Sed	Night	Sol	Bottom
6484	IM	S3	Sed	Night	Sol	Bottom
64842	IM	S2	Mob	Day	Sol	Bottom
64843	IM	S2	Mob	Day	Sol	Bottom
64844	IM	S2	Mob	Day	Sol	Bottom
6485	IM	S3	Sed	Night	Sol	Bottom
6486	IM	S5	Sed	Night	Sol	Bottom
6487	IM	S4	Sed	Night	Sol	Bottom
64873	IM	S2	Sed	Day	Sol	Bottom
64877	FC	S1	Sed	Night	Sol	Bottom
64878	PK	S1	Sed	Day	MedG	Low
6488	FC	S5	Sed	Night	Sol	Bottom
64883	HD	S1	Sed	Day	Sol	Bottom
6489	FC	S5	Sed	Night	Sol	Bottom
64891	IM	S1	Sed	Night	Sol	Bottom
6490	FC	S6	Sed	Night	Sol	Bottom
64901	IM	S1	Sed	Day	Sol	Bottom
64902	IM	S1	Sed	Day	Sol	Bottom
64908	PK	S1	Sed	Day	Sol	Bottom
6491	FC	S6	Sed	Night	Sol	Bottom
64927	FC	S3	Mob	Both	Sol	Bottom
6493	IM	S4	Sed	Night	Sol	Bottom
64934	FC	S3	Mob	Both	Sol	Bottom
6494	FC	S5	Sed	Night	Sol	Bottom
6495	FC	S5	Sed	Night	Sol	Bottom
64950	IM	S1	Sed	Day	SmallG	Bottom
64951	IM	S1	Sed	Day	SmallG	Bottom
6496	IM	S3	Sed	Night	Sol	Bottom
6497	IM	S4	Sed	Night	Sol	Bottom
64977	IM	S3	Mob	Day	Sol	Low
64978	PK	S1	Sed	Day	Sol	Bottom
64979	PK	S1	Sed	Day	Sol	Bottom
6498	FC	S6	Sed	Night	Sol	Bottom
65000	IM	S1	Sed	Day	Sol	Bottom
65004	IM	S1	Sed	Night	SmallG	Low
65005	IM	S1	Sed	Day	Sol	Bottom
65006	IM	S1	Sed	Day	Sol	Bottom
65013	IM	S1	Sed	Day	Sol	Bottom
65014	IM	S1	Sed	Day	Sol	Bottom
65015	IM	S1	Sed	Day	Sol	Bottom
65018	IM	S1	Sed	Day	Sol	Bottom
65019	IM	S1	Sed	Day	Sol	Bottom
6502	PK	S2	Sed	Day	LargeG	Low
6503	PK	S3	Mob	Day	SmallG	Low
65036	IM	S1	Sed	Day	SmallG	Bottom
65038	IM	S2	Sed	Day	SmallG	Low
6504	IS	S4	Sed	Day	Sol	Bottom
65041	IM	S1	Sed	Day	Sol	Bottom
65044	PK	S1	Sed	Day	Pair	Bottom
65047	IM	S1	Sed	Day	Sol	Bottom
65048	IM	S2	Sed	Day	Sol	Bottom
65049	IM	S1	Sed	Day	Sol	Bottom
6505	PK	S3	Mob	Night	SmallG	Low
65050	IM	S1	Sed	Day	Sol	Bottom
65051	IM	S2	Sed	Day	Sol	Bottom
65052	IM	S1	Sed	Day	Sol	Bottom
65053	IM	S1	Sed	Day	Sol	Bottom
65054	IM	S1	Sed	Day	Sol	Bottom
65055	IM	S1	Sed	Day	Sol	Bottom
6506	PK	S4	Mob	Night	SmallG	Low
6507	IM	S5	Mob	Night	Sol	Low
65073	IM	S2	Mob	Day	SmallG	Bottom
6508	OM	S2	Sed	Day	Pair	Bottom
6509	PK	S2	Sed	Day	SmallG	Bottom
6510	PK	S3	Mob	Day	SmallG	Low
6513	IS	S2	Sed	Day	Pair	Bottom
6514	IS	S2	Sed	Day	Pair	Bottom
6515	IM	S3	Sed	Day	Pair	Bottom
6516	OM	S2	Sed	Day	MedG	Low
65167	IM	S1	Sed	Day	Sol	Bottom
65168	OM	S1	Sed	Day	Sol	Bottom
6517	PK	S3	Sed	Day	MedG	Low
65196	IM	S1	Sed	Day	Sol	Bottom
65197	OM	S1	Sed	Day	Sol	Bottom
6520	IM	S2	Sed	Day	Sol	Bottom
65201	IM	S2	Mob	Day	MedG	Bottom
65202	IM	S2	Mob	Day	SmallG	Bottom
65203	IM	S2	Mob	Day	SmallG	Bottom
65204	IM	S3	Mob	Day	SmallG	Bottom
65205	IM	S3	Mob	Day	SmallG	Bottom
6521	OM	S1	Sed	Day	Sol	Bottom
6522	PK	S2	Sed	Day	SmallG	Bottom
6523	PK	S2	Sed	Day	SmallG	Bottom
6524	PK	S2	Sed	Night	MedG	Low
6525	IS	S3	Sed	Day	SmallG	Bottom
6526	IM	S6	Mob	Day	Sol	Bottom
6527	IS	S3	Sed	Day	Pair	Bottom
6528	IM	S3	Sed	Day	Pair	Bottom
6529	OM	S5	Mob	Both	SmallG	Bottom
6531	IM	S4	VMob	Both	MedG	Bottom
6532	IM	S5	Mob	Both	SmallG	Bottom
6534	IM	S5	VMob	Night	LargeG	Bottom
6537	HM	S5	VMob	Day	MedG	Bottom
6538	IM	S6	Mob	Both	SmallG	Bottom
6541	OM	S2	Sed	Day	SmallG	Bottom
6542	OM	S2	Sed	Day	Sol	Bottom
6543	OM	S2	Sed	Day	Sol	Bottom
6544	OM	S2	Sed	Day	Pair	Bottom
6545	OM	S2	Sed	Day	Pair	Bottom
6548	HD	S3	Sed	Day	Pair	Bottom
6549	HD	S2	Sed	Day	Pair	Bottom
6550	IS	S3	Sed	Day	Pair	Bottom
6551	PK	S3	Sed	Day	MedG	Low
6552	IM	S5	Mob	Both	Sol	Bottom
6553	HD	S3	Sed	Day	SmallG	Bottom
6554	OM	S4	Mob	Both	Sol	Bottom
6555	IS	S4	Mob	Day	Sol	Bottom
6556	IS	S3	Mob	Day	Sol	Bottom
6559	IS	S2	Sed	Day	Pair	Bottom
6560	IM	S2	Sed	Day	Pair	Bottom
6561	FC	S3	Mob	Day	Sol	Bottom
6562	IM	S3	Mob	Day	Sol	Bottom
6564	IS	S4	Sed	Day	Sol	Bottom
6567	PK	S2	Sed	Day	SmallG	Low
6568	PK	S3	Sed	Day	LargeG	Low
6569	PK	S3	Sed	Day	LargeG	Low
6571	PK	S2	Sed	Day	SmallG	Low
6572	IS	S3	Sed	Day	Sol	Bottom
6573	IM	S3	Mob	Night	Sol	Low
6574	FC	S6	Mob	Both	Sol	Bottom
6575	IM	S3	Sed	Day	Pair	Bottom
6577	IM	S2	Mob	Day	Sol	Bottom
6578	OM	S2	Sed	Day	Sol	Bottom
6579	IM	S4	Sed	Night	Sol	Bottom
6580	IM	S5	Mob	Day	Sol	Bottom
6581	IM	S3	VMob	Day	SmallG	Low
6582	PK	S4	Mob	Night	SmallG	Low
6586	IM	S4	VMob	Both	Sol	Bottom
6587	IM	S3	Mob	Day	SmallG	Bottom
6592	IM	S6	Mob	Day	MedG	Low
6594	IM	S4	Mob	Day	Sol	Bottom
6597	IM	S3	Mob	Day	Sol	Bottom
6599	PK	S2	Sed	Day	MedG	Low
6601	OM	S2	Sed	Day	SmallG	Bottom
6602	OM	S1	Sed	Day	Pair	Bottom
6603	IM	S3	Sed	Day	Sol	Low
6604	IM	S2	Sed	Day	Sol	Bottom
6605	PK	S2	Sed	Night	MedG	Low
6606	IS	S2	Sed	Day	Pair	Bottom
6608	HD	S3	Sed	Day	SmallG	Bottom
6610	IM	S4	VMob	Day	Sol	Bottom
6611	PK	S4	VMob	Day	MedG	High
6612	PK	S3	Sed	Day	SmallG	Low
6613	IS	S3	Sed	Day	Pair	Bottom
