Order	Family	Genus	Species	Latin_name	Reef_associated
7570	Perciformes	Blenniidae	Mimoblennius	atrocinctus	Mimoblennius_atrocinctus	1
7581	Perciformes	Labridae	Hologymnosus	rhodonotus	Hologymnosus_rhodonotus	1
7582	Perciformes	Labridae	Cirrhilabrus	katherinae	Cirrhilabrus_katherinae	1
7583	Perciformes	Labridae	Cirrhilabrus	lanceolatus	Cirrhilabrus_lanceolatus	1
7584	Perciformes	Labridae	Cirrhilabrus	lunatus	Cirrhilabrus_lunatus	1
7585	Perciformes	Labridae	Cirrhilabrus	melanomarginatus	Cirrhilabrus_melanomarginatus	1
7586	Perciformes	Labridae	Cirrhilabrus	rubrimarginatus	Cirrhilabrus_rubrimarginatus	1
7587	Perciformes	Microdesmidae	Gunnellichthys	pleurotaenia	Gunnellichthys_pleurotaenia	1
7621	Perciformes	Uranoscopidae	Uranoscopus	bicinctus	Uranoscopus_bicinctus	1
7625	Perciformes	Haemulidae	Plectorhinchus	flavomaculatus	Plectorhinchus_flavomaculatus	1
7626	Perciformes	Haemulidae	Plectorhinchus	sordidus	Plectorhinchus_sordidus	1
7630	Perciformes	Acanthuridae	Naso	fageni	Naso_fageni	1
7631	Perciformes	Acanthuridae	Zebrasoma	gemmatum	Zebrasoma_gemmatum	1
7632	Perciformes	Gobiidae	Eviota	irrasa	Eviota_irrasa	1
7633	Perciformes	Labridae	Acantholabrus	palloni	Acantholabrus_palloni	1
7634	Tetraodontiformes	Balistidae	Melichthys	indicus	Melichthys_indicus	1
7635	Perciformes	Gobiidae	Eviota	sparsa	Eviota_sparsa	1
7638	Perciformes	Gobiidae	Eviota	spilota	Eviota_spilota	1
7639	Perciformes	Gobiidae	Eviota	storthynx	Eviota_storthynx	1
7640	Perciformes	Tripterygiidae	Tripterygion	delaisi	Tripterygion_delaisi	1
7641	Pleuronectiformes	Bothidae	Bothus	mancus	Bothus_mancus	1
7644	Perciformes	Blenniidae	Coryphoblennius	galerita	Coryphoblennius_galerita	1
7646	Perciformes	Malacanthidae	Branchiostegus	doliatus	Branchiostegus_doliatus	1
7648	Perciformes	Gobiidae	Gobius	cruentatus	Gobius_cruentatus	1
7649	Perciformes	Malacanthidae	Branchiostegus	sawakinensis	Branchiostegus_sawakinensis	1
7654	Perciformes	Cheilodactylidae	Chirodactylus	brachydactylus	Chirodactylus_brachydactylus	1
7655	Perciformes	Cheilodactylidae	Chirodactylus	jessicalenorum	Chirodactylus_jessicalenorum	1
7659	Beryciformes	Holocentridae	Myripristis	trachyacron	Myripristis_trachyacron	1
7660	Perciformes	Gobiidae	Gobius	gasteveni	Gobius_gasteveni	1
7661	Perciformes	Blenniidae	Ecsenius	lividanalis	Ecsenius_lividanalis	1
7662	Perciformes	Blenniidae	Ecsenius	melarchus	Ecsenius_melarchus	1
7663	Perciformes	Blenniidae	Ecsenius	stigmatura	Ecsenius_stigmatura	1
7664	Perciformes	Blenniidae	Ecsenius	namiyei	Ecsenius_namiyei	1
7666	Perciformes	Blenniidae	Ecsenius	monoculus	Ecsenius_monoculus	1
7667	Perciformes	Blenniidae	Ecsenius	dilemma	Ecsenius_dilemma	1
7668	Perciformes	Blenniidae	Ecsenius	bimaculatus	Ecsenius_bimaculatus	1
7669	Perciformes	Blenniidae	Ecsenius	pictus	Ecsenius_pictus	1
7670	Perciformes	Blenniidae	Ecsenius	kurti	Ecsenius_kurti	1
7672	Anguilliformes	Congridae	Ariosoma	scheelei	Ariosoma_scheelei	1
7675	Anguilliformes	Congridae	Conger	wilsoni	Conger_wilsoni	1
7682	Pleuronectiformes	Cynoglossidae	Cynoglossus	lachneri	Cynoglossus_lachneri	0
7685	Perciformes	Gobiidae	Lesueurigobius	friesii	Lesueurigobius_friesii	1
7689	Perciformes	Gobiidae	Thorogobius	ephippiatus	Thorogobius_ephippiatus	1
7692	Perciformes	Drepaneidae	Drepane	longimana	Drepane_longimana	0
7694	Perciformes	Ephippidae	Tripterodon	orbis	Tripterodon_orbis	1
7699	Perciformes	Gerreidae	Gerres	longirostris	Gerres_longirostris	0
7701	Perciformes	Serranidae	Aulacocephalus	temminckii	Aulacocephalus_temminckii	1
7702	Perciformes	Haemulidae	Plectorhinchus	chubbi	Plectorhinchus_chubbi	1
7703	Perciformes	Haemulidae	Plectorhinchus	gaterinus	Plectorhinchus_gaterinus	1
7704	Perciformes	Haemulidae	Plectorhinchus	plagiodesmus	Plectorhinchus_plagiodesmus	1
7705	Perciformes	Haemulidae	Plectorhinchus	playfairi	Plectorhinchus_playfairi	1
7706	Perciformes	Haemulidae	Plectorhinchus	schotaf	Plectorhinchus_schotaf	1
7707	Perciformes	Haemulidae	Pomadasys	furcatus	Pomadasys_furcatus	1
7708	Perciformes	Haemulidae	Pomadasys	stridens	Pomadasys_stridens	1
7709	Beloniformes	Hemiramphidae	Hemiramphus	lutkei	Hemiramphus_lutkei	0
7710	Beloniformes	Hemiramphidae	Hyporhamphus	affinis	Hyporhamphus_affinis	0
7714	Beryciformes	Holocentridae	Sargocentron	praslin	Sargocentron_praslin	1
7715	Perciformes	Kuhliidae	Kuhlia	rupestris	Kuhlia_rupestris	1
7716	Perciformes	Labridae	Bodianus	leucosticticus	Bodianus_leucosticticus	1
7717	Syngnathiformes	Syngnathidae	Apterygocampus	epinnulatus	Apterygocampus_epinnulatus	1
7722	Syngnathiformes	Syngnathidae	Bulbonaricus	davaoensis	Bulbonaricus_davaoensis	1
7723	Syngnathiformes	Syngnathidae	Dunckerocampus	pessuliferus	Doryrhamphus_pessuliferus	1
7724	Syngnathiformes	Syngnathidae	Festucalex	erythraeus	Festucalex_erythraeus	1
7725	Syngnathiformes	Syngnathidae	Festucalex	prolixus	Festucalex_prolixus	1
7727	Syngnathiformes	Syngnathidae	Halicampus	grayi	Halicampus_grayi	1
7730	Syngnathiformes	Syngnathidae	Micrognathus	micronotopterus	Micrognathus_micronotopterus	1
7731	Syngnathiformes	Syngnathidae	Micrognathus	natans	Micrognathus_natans	1
7734	Perciformes	Labridae	Bodianus	perditio	Bodianus_perditio	1
7736	Perciformes	Labridae	Coris	formosa	Coris_formosa	1
7740	Syngnathiformes	Syngnathidae	Minyichthys	brachyrhinus	Minyichthys_brachyrhinus	1
7742	Syngnathiformes	Syngnathidae	Phoxocampus	belcheri	Phoxocampus_belcheri	1
7744	Perciformes	Labridae	Gomphosus	caeruleus	Gomphosus_caeruleus	1
7745	Syngnathiformes	Syngnathidae	Phoxocampus	tetrophthalmus	Phoxocampus_tetrophthalmus	1
7747	Perciformes	Labridae	Xyrichtys	pentadactylus	Xyrichtys_pentadactylus	1
7749	Perciformes	Blenniidae	Salarias	ceramensis	Salarias_ceramensis	1
7750	Perciformes	Blenniidae	Andamia	reyi	Andamia_reyi	1
7764	Perciformes	Cirrhitidae	Cyprinocirrhites	polyactis	Cyprinocirrhites_polyactis	1
7765	Perciformes	Labridae	Labroides	phthirophagus	Labroides_phthirophagus	1
7766	Perciformes	Labridae	Iniistius	umbrilatus	Iniistius_umbrilatus	1
7767	Perciformes	Labridae	Macropharyngodon	geoffroy	Macropharyngodon_geoffroy	1
7768	Perciformes	Labridae	Cirrhilabrus	jordani	Cirrhilabrus_jordani	1
7769	Perciformes	Chaetodontidae	Heniochus	diphreutes	Heniochus_diphreutes	1
7770	Perciformes	Labridae	Thalassoma	duperrey	Thalassoma_duperrey	1
7771	Perciformes	Labridae	Thalassoma	ballieui	Thalassoma_ballieui	1
7772	Aulopiformes	Synodontidae	Saurida	flamma	Saurida_flamma	1
7773	Beryciformes	Holocentridae	Myripristis	amaena	Myripristis_amaena	1
7776	Scorpaeniformes	Scorpaenidae	Sebastapistes	coniorta	Sebastapistes_coniorta	1
7779	Scorpaeniformes	Scorpaenidae	Sebastapistes	ballieui	Sebastapistes_ballieui	1
7780	Scorpaeniformes	Scorpaenidae	Iracundus	signifer	Iracundus_signifer	1
7781	Scorpaeniformes	Scorpaenidae	Dendrochirus	barberi	Dendrochirus_barberi	1
7782	Scorpaeniformes	Scorpaenidae	Pterois	sphex	Pterois_sphex	1
7783	Perciformes	Serranidae	Pseudanthias	thompsoni	Pseudanthias_thompsoni	1
7787	Perciformes	Priacanthidae	Priacanthus	meeki	Priacanthus_meeki	1
7788	Perciformes	Apogonidae	Apogon	maculiferus	Apogon_maculiferus	1
7789	Perciformes	Gobiidae	Gobiodon	citrinus	Gobiodon_citrinus	1
5576	Perciformes	Chaetodontidae	Chaetodon	speculum	Chaetodon_speculum	1
7792	Perciformes	Cirrhitidae	Cirrhitops	fasciatus	Cirrhitops_fasciatus	1
3606	Perciformes	Chaetodontidae	Chaetodon	striatus	Chaetodon_striatus	1
5577	Perciformes	Chaetodontidae	Chaetodon	tinkeri	Chaetodon_tinkeri	1
7795	Perciformes	Chaetodontidae	Hemitaurichthys	zoster	Hemitaurichthys_zoster	1
7797	Scorpaeniformes	Scorpaenidae	Pterois	miles	Pterois_miles	1
7798	Perciformes	Pomacentridae	Dascyllus	carneus	Dascyllus_carneus	1
7799	Perciformes	Serranidae	Pseudanthias	evansi	Pseudanthias_evansi	1
7800	Perciformes	Labridae	Anampses	lineatus	Anampses_lineatus	1
7801	Perciformes	Labridae	Macropharyngodon	bipartitus_bipartitus	Macropharyngodon_bipartitus_bipartitus	1
7802	Perciformes	Callionymidae	Synchiropus	stellatus	Synchiropus_stellatus	1
7805	Perciformes	Chaetodontidae	Chaetodon	triangulum	Chaetodon_triangulum	1
7804	Perciformes	Kyphosidae	Microcanthus	strigatus	Microcanthus_strigatus	1
12537	Perciformes	Chaetodontidae	Chaetodon	trichrous	Chaetodon_trichrous	1
7806	Perciformes	Labridae	Halichoeres	leucoxanthus	Halichoeres_leucoxanthus	1
7807	Perciformes	Blenniidae	Meiacanthus	smithi	Meiacanthus_smithi	1
6636	Perciformes	Chaetodontidae	Chaetodon	tricinctus	Chaetodon_tricinctus	1
7809	Perciformes	Pomacentridae	Amphiprion	nigripes	Amphiprion_nigripes	1
5578	Perciformes	Chaetodontidae	Chaetodon	trifascialis	Chaetodon_trifascialis	1
7811	Perciformes	Pomacanthidae	Apolemichthys	arcuatus	Apolemichthys_arcuatus	1
7812	Perciformes	Pomacanthidae	Centropyge	potteri	Centropyge_potteri	1
7813	Perciformes	Pomacanthidae	Centropyge	fisheri	Centropyge_fisheri	1
7814	Perciformes	Pomacanthidae	Centropyge	loricula	Centropyge_loricula	1
7815	Perciformes	Pomacentridae	Plectroglyphidodon	sindonis	Plectroglyphidodon_sindonis	1
7816	Perciformes	Pomacentridae	Dascyllus	albisella	Dascyllus_albisella	1
7817	Perciformes	Pomacentridae	Chromis	hanui	Chromis_hanui	1
7818	Perciformes	Pomacentridae	Chromis	ovalis	Chromis_ovalis	1
7819	Perciformes	Pomacentridae	Chromis	verater	Chromis_verater	1
7822	Beryciformes	Holocentridae	Myripristis	xanthacra	Myripristis_xanthacra	1
7823	Beryciformes	Holocentridae	Myripristis	seychellensis	Myripristis_seychellensis	1
7826	Perciformes	Labridae	Coris	venusta	Coris_venusta	1
7827	Perciformes	Labridae	Coris	flavovittata	Coris_flavovittata	1
7828	Perciformes	Labridae	Stethojulis	balteata	Stethojulis_balteata	1
7829	Perciformes	Scaridae	Chlorurus	perspicillatus	Chlorurus_perspicillatus	1
7830	Perciformes	Gobiidae	Priolepis	eugenius	Priolepis_eugenius	1
7831	Perciformes	Blenniidae	Entomacrodus	marmoratus	Entomacrodus_marmoratus	1
7832	Perciformes	Blenniidae	Istiblennius	zebra	Istiblennius_zebra	1
7833	Perciformes	Blenniidae	Plagiotremus	ewaensis	Plagiotremus_ewaensis	1
7834	Perciformes	Blenniidae	Plagiotremus	goslinei	Plagiotremus_goslinei	1
7835	Tetraodontiformes	Monacanthidae	Cantherhines	sandwichiensis	Cantherhines_sandwichiensis	1
7837	Tetraodontiformes	Ostraciidae	Lactoria	fornasini	Lactoria_fornasini	1
7840	Tetraodontiformes	Tetraodontidae	Canthigaster	amboinensis	Canthigaster_amboinensis	1
7842	Tetraodontiformes	Monacanthidae	Cantherhines	fronticinctus	Cantherhines_fronticinctus	1
7843	Tetraodontiformes	Monacanthidae	Stephanolepis	auratus	Stephanolepis_auratus	1
7844	Tetraodontiformes	Tetraodontidae	Canthigaster	jactator	Canthigaster_jactator	1
7845	Tetraodontiformes	Tetraodontidae	Canthigaster	coronata	Canthigaster_coronata	1
7846	Tetraodontiformes	Tetraodontidae	Canthigaster	epilampra	Canthigaster_epilampra	1
7847	Perciformes	Pomacanthidae	Genicanthus	personatus	Genicanthus_personatus	1
7848	Perciformes	Apogonidae	Apogon	amboinensis	Apogon_amboinensis	1
7849	Tetraodontiformes	Monacanthidae	Acreichthys	tomentosus	Acreichthys_tomentosus	1
7850	Pleuronectiformes	Soleidae	Aesopia	cornuta	Aesopia_cornuta	0
7854	Perciformes	Apogonidae	Archamia	lineolata	Archamia_lineolata	1
7855	Tetraodontiformes	Monacanthidae	Thamnaconus	modestoides	Thamnaconus_modestoides	1
7857	Tetraodontiformes	Tetraodontidae	Arothron	mappa	Arothron_mappa	1
7862	Tetraodontiformes	Ostraciidae	Ostracion	whitleyi	Ostracion_whitleyi	1
7866	Perciformes	Pinguipedidae	Parapercis	hexophtalma	Parapercis_hexophtalma	1
7867	Perciformes	Pinguipedidae	Parapercis	robinsoni	Parapercis_robinsoni	1
7868	Beryciformes	Holocentridae	Sargocentron	xantherythrum	Sargocentron_xantherythrum	1
7869	Perciformes	Pinguipedidae	Parapercis	nebulosa	Parapercis_nebulosa	1
7870	Anguilliformes	Muraenidae	Uropterygius	macrocephalus	Uropterygius_macrocephalus	1
7871	Perciformes	Blenniidae	Blenniella	gibbifrons	Blenniella_gibbifrons	1
7872	Perciformes	Pinguipedidae	Parapercis	schauinslandii	Parapercis_schauinslandii	1
7873	Scorpaeniformes	Caracanthidae	Caracanthus	maculatus	Caracanthus_maculatus	1
7874	Perciformes	Serranidae	Pseudanthias	bicolor	Pseudanthias_bicolor	1
7875	Syngnathiformes	Syngnathidae	Cosmocampus	balli	Cosmocampus_balli	1
7878	Perciformes	Mullidae	Parupeneus	macronemus	Parupeneus_macronemus	1
7879	Perciformes	Mullidae	Upeneus	japonicus	Upeneus_japonicus	1
7880	Anguilliformes	Muraenidae	Gymnomuraena	zebra	Gymnomuraena_zebra	1
7881	Anguilliformes	Muraenidae	Gymnothorax	breedeni	Gymnothorax_breedeni	1
7882	Anguilliformes	Muraenidae	Gymnothorax	johnsoni	Gymnothorax_johnsoni	1
7884	Anguilliformes	Muraenidae	Gymnothorax	phasmatodes	Gymnothorax_phasmatodes	1
7887	Perciformes	Chaetodontidae	Parachaetodon	ocellatus	Parachaetodon_ocellatus	1
7891	Perciformes	Oplegnathidae	Oplegnathus	peaolopesi	Oplegnathus_peaolopesi	0
7892	Perciformes	Pentacerotidae	Histiopterus	typus	Histiopterus_typus	1
7895	Scorpaeniformes	Platycephalidae	Cociella	crocodilus	Cociella_crocodila	1
7896	Scorpaeniformes	Platycephalidae	Papilloculiceps	longiceps	Papilloculiceps_longiceps	1
790	Perciformes	Mullidae	Mullus	barbatus_barbatus	Mullus_barbatus_barbatus	1
7901	Perciformes	Polynemidae	Polydactylus	plebeius	Polydactylus_plebeius	0
7902	Perciformes	Pomacanthidae	Pomacanthus	annularis	Pomacanthus_annularis	1
7903	Perciformes	Pomacanthidae	Pomacanthus	maculosus	Pomacanthus_maculosus	1
7905	Perciformes	Priacanthidae	Pristigenys	niphonia	Pristigenys_niphonia	1
7906	Perciformes	Scaridae	Hipposcarus	harid	Hipposcarus_harid	1
7907	Perciformes	Scaridae	Chlorurus	atrilunula	Chlorurus_atrilunula	1
7909	Perciformes	Scaridae	Chlorurus	cyanescens	Chlorurus_cyanescens	1
7910	Perciformes	Scaridae	Chlorurus	enneacanthus	Chlorurus_enneacanthus	1
7911	Perciformes	Scaridae	Scarus	falcipinnis	Scarus_falcipinnis	1
7912	Perciformes	Scaridae	Scarus	russelii	Scarus_russelii	1
7913	Perciformes	Scaridae	Scarus	scaber	Scarus_scaber	1
7914	Perciformes	Scaridae	Scarus	viridifucatus	Scarus_viridifucatus	1
7918	Scorpaeniformes	Scorpaenidae	Scorpaenopsis	gibbosa	Scorpaenopsis_gibbosa	1
7919	Scorpaeniformes	Scorpaenidae	Scorpaenopsis	venosa	Scorpaenopsis_venosa	1
7920	Perciformes	Serranidae	Acanthistius	sebastoides	Acanthistius_sebastoides	1
793	Perciformes	Lutjanidae	Lutjanus	ehrenbergii	Lutjanus_ehrenbergii	1
7930	Perciformes	Sparidae	Chrysoblephus	lophus	Chrysoblephus_lophus	1
7932	Perciformes	Sparidae	Diplodus	cervinus_hottentotus	Diplodus_cervinus_hottentotus	1
7933	Perciformes	Sparidae	Polyamblyodon	germanum	Polyamblyodon_germanum	1
7934	Perciformes	Sparidae	Polyamblyodon	gibbosum	Polyamblyodon_gibbosum	1
7937	Perciformes	Sphyraenidae	Sphyraena	flavicauda	Sphyraena_flavicauda	1
7938	Perciformes	Sphyraenidae	Sphyraena	putnamae	Sphyraena_putnamae	1
7939	Perciformes	Sphyraenidae	Sphyraena	qenie	Sphyraena_qenie	1
794	Perciformes	Lutjanidae	Lutjanus	endecacanthus	Lutjanus_endecacanthus	1
7941	Aulopiformes	Synodontidae	Synodus	hoshinonis	Synodus_hoshinonis	1
7942	Aulopiformes	Synodontidae	Synodus	indicus	Synodus_indicus	1
7943	Aulopiformes	Synodontidae	Synodus	jaculum	Synodus_jaculum	1
7965	Perciformes	Sparidae	Porcostoma	dentata	Porcostoma_dentata	1
7972	Perciformes	Sillaginidae	Sillago	schomburgkii	Sillago_schomburgkii	1
7973	Perciformes	Pseudochromidae	Pseudochromis	natalensis	Pseudochromis_natalensis	1
7974	Tetraodontiformes	Monacanthidae	Acreichthys	radiatus	Acreichthys_radiatus	1
7975	Tetraodontiformes	Monacanthidae	Chaetodermis	penicilligerus	Chaetodermis_penicilligera	1
7976	Tetraodontiformes	Monacanthidae	Monacanthus	chinensis	Monacanthus_chinensis	1
7977	Tetraodontiformes	Monacanthidae	Paramonacanthus	japonicus	Paramonacanthus_japonicus	1
7978	Tetraodontiformes	Monacanthidae	Paramonacanthus	nipponensis	Paramonacanthus_nipponensis	1
7979	Tetraodontiformes	Monacanthidae	Pseudalutarius	nasicornis	Pseudalutarius_nasicornis	1
7981	Perciformes	Callionymidae	Synchiropus	ocellatus	Synchiropus_ocellatus	1
7984	Syngnathiformes	Syngnathidae	Nannocampus	elegans	Nannocampus_elegans	1
7986	Syngnathiformes	Centriscidae	Aeoliscus	punctulatus	Aeoliscus_punctulatus	1
7987	Syngnathiformes	Solenostomidae	Solenostomus	cyanopterus	Solenostomus_cyanopterus	1
7988	Tetraodontiformes	Monacanthidae	Rudarius	excelsus	Rudarius_excelsus	1
7989	Tetraodontiformes	Monacanthidae	Rudarius	minutus	Rudarius_minutus	1
7994	Syngnathiformes	Syngnathidae	Acentronura	gracilissima	Acentronura_gracilissima	1
7998	Perciformes	Trichonotidae	Trichonotus	marleyi	Trichonotus_marleyi	1
8000	Perciformes	Opistognathidae	Opistognathus	muscatensis	Opistognathus_muscatensis	1
8002	Perciformes	Cirrhitidae	Cristacirrhitus	punctatus	Cristacirrhitus_punctatus	1
8003	Perciformes	Pseudochromidae	Pseudochromis	dutoiti	Pseudochromis_dutoiti	1
8004	Perciformes	Plesiopidae	Acanthoplesiops	indicus	Acanthoplesiops_indicus	1
8005	Perciformes	Plesiopidae	Plesiops	coeruleolineatus	Plesiops_coeruleolineatus	1
8008	Perciformes	Apogonidae	Apogon	semiornatus	Apogon_semiornatus	1
8009	Perciformes	Apogonidae	Apogon	multitaeniatus	Apogon_multitaeniatus	1
8010	Perciformes	Apogonidae	Fowleria	aurita	Fowleria_aurita	1
8011	Perciformes	Apogonidae	Apogon	queketti	Apogon_queketti	1
8012	Perciformes	Apogonidae	Apogon	nigripinnis	Apogon_nigripinnis	1
5579	Perciformes	Chaetodontidae	Chaetodon	trifasciatus	Chaetodon_trifasciatus	1
5580	Perciformes	Chaetodontidae	Chaetodon	ulietensis	Chaetodon_ulietensis	1
5581	Perciformes	Chaetodontidae	Chaetodon	unimaculatus	Chaetodon_unimaculatus	1
8017	Perciformes	Pomacentridae	Amphiprion	akallopisos	Amphiprion_akallopisos	1
8018	Perciformes	Pomacentridae	Abudefduf	sparoides	Abudefduf_sparoides	1
8019	Perciformes	Labridae	Thalassoma	hebraicum	Thalassoma_hebraicum	1
8021	Perciformes	Labridae	Halichoeres	lapillus	Halichoeres_lapillus	1
8022	Perciformes	Labridae	Pteragogus	flagellifer	Pteragogus_flagellifer	1
8023	Perciformes	Labridae	Pteragogus	pelycus	Pteragogus_pelycus	1
8024	Perciformes	Labridae	Pteragogus	taeniops	Pteragogus_taeniops	1
8025	Perciformes	Labridae	Stethojulis	albovittata	Stethojulis_albovittata	1
8026	Perciformes	Labridae	Coris	caudimacula	Coris_caudimacula	1
8030	Perciformes	Gobiidae	Oxyurichthys	papuensis	Oxyurichthys_papuensis	1
8032	Perciformes	Gobiidae	Priolepis	inhaca	Priolepis_inhaca	1
8033	Perciformes	Gobiidae	Vanderhorstia	delagoae	Vanderhorstia_delagoae	1
8036	Perciformes	Eleotridae	Butis	koilomatodon	Butis_koilomatodon	1
8037	Perciformes	Gobiidae	Hetereleotris	zonata	Hetereleotris_zonata	1
8038	Perciformes	Blenniidae	Omobranchus	fasciolatus	Omobranchus_fasciolatus	1
8039	Perciformes	Blenniidae	Omobranchus	elongatus	Omobranchus_elongatus	1
8041	Perciformes	Blenniidae	Antennablennius	bifilum	Antennablennius_bifilum	1
8042	Perciformes	Blenniidae	Antennablennius	australis	Antennablennius_australis	1
8043	Perciformes	Blenniidae	Istiblennius	bellus	Istiblennius_bellus	1
8044	Perciformes	Clinidae	Pavoclinus	mentalis	Pavoclinus_mentalis	1
8045	Perciformes	Clinidae	Pavoclinus	laurentii	Pavoclinus_laurentii	1
8046	Perciformes	Tripterygiidae	Helcogramma	obtusirostre	Helcogramma_obtusirostre	1
8049	Scorpaeniformes	Tetrarogidae	Ablabys	binotatus	Ablabys_binotatus	0
8050	Gobiesociformes	Gobiesocidae	Lepadichthys	coccinotaenia	Lepadichthys_coccinotaenia	1
8051	Anguilliformes	Moringuidae	Moringua	microchir	Moringua_microchir	1
8052	Anguilliformes	Ophichthidae	Cirrhimuraena	playfairii	Cirrhimuraena_playfairii	1
8053	Anguilliformes	Ophichthidae	Myrichthys	colubrinus	Myrichthys_colubrinus	1
8054	Anguilliformes	Ophichthidae	Pisodonophis	cancrivorus	Pisodonophis_cancrivorus	1
8056	Anguilliformes	Ophichthidae	Ophichthus	apicalis	Ophichthus_apicalis	1
8057	Anguilliformes	Ophichthidae	Ophichthus	marginatus	Ophichthus_marginatus	1
8058	Anguilliformes	Muraenidae	Gymnothorax	griseus	Gymnothorax_griseus	1
8060	Tetraodontiformes	Ostraciidae	Tetrosomus	concatenatus	Tetrosomus_concatenatus	1
8061	Perciformes	Sparidae	Dentex	barnardi	Dentex_barnardi	1
8062	Perciformes	Sparidae	Diplodus	bellottii	Diplodus_bellottii	1
8063	Perciformes	Sparidae	Diplodus	fasciatus	Diplodus_fasciatus	1
8064	Perciformes	Sparidae	Diplodus	prayensis	Diplodus_prayensis	1
8065	Perciformes	Sparidae	Diplodus	sargus_ascensionis	Diplodus_sargus_ascensionis	1
8066	Perciformes	Sparidae	Diplodus	sargus_cadenati	Diplodus_sargus_cadenati	1
8069	Perciformes	Sparidae	Diplodus	sargus_helenae	Diplodus_sargus_helenae	1
8070	Perciformes	Sparidae	Diplodus	sargus_lineatus	Diplodus_sargus_lineatus	1
8071	Tetraodontiformes	Tetraodontidae	Amblyrhynchotes	honckenii	Amblyrhynchotes_honckenii	1
8073	Tetraodontiformes	Tetraodontidae	Chelonodon	laticeps	Chelonodon_laticeps	1
8074	Lophiiformes	Antennariidae	Antennarius	hispidus	Antennarius_hispidus	1
8075	Perciformes	Pinguipedidae	Parapercis	pulchella	Parapercis_pulchella	1
8078	Perciformes	Sparidae	Virididentex	acromegalus	Virididentex_acromegalus	1
5582	Perciformes	Chaetodontidae	Chaetodon	vagabundus	Chaetodon_vagabundus	1
8084	Perciformes	Lethrinidae	Gymnocranius	elongatus	Gymnocranius_elongatus	1
8086	Perciformes	Pomacentridae	Amphiprion	polymnus	Amphiprion_polymnus	1
8087	Anguilliformes	Muraenidae	Enchelycore	anatina	Enchelycore_anatina	1
8092	Perciformes	Haemulidae	Parapristipoma	octolineatum	Parapristipoma_octolineatum	1
8094	Scorpaeniformes	Gnathanacanthidae	Gnathanacanthus	goetzeei	Gnathanacanthus_goetzeei	0
81	Perciformes	Lutjanidae	Aphareus	furca	Aphareus_furca	1
8102	Perciformes	Sparidae	Gymnocrotaphus	curvidens	Gymnocrotaphus_curvidens	1
8104	Perciformes	Sparidae	Calamus	taurinus	Calamus_taurinus	1
8106	Perciformes	Sparidae	Diplodus	bermudensis	Diplodus_bermudensis	1
8107	Perciformes	Sparidae	Evynnis	cardinalis	Evynnis_cardinalis	1
8109	Perciformes	Sparidae	Acanthopagrus	australis	Acanthopagrus_australis	1
8110	Perciformes	Sparidae	Acanthopagrus	palmaris	Acanthopagrus_palmaris	1
8111	Perciformes	Sparidae	Archosargus	pourtalesii	Archosargus_pourtalesii	1
8112	Perciformes	Sparidae	Diplodus	noct	Diplodus_noct	1
8118	Perciformes	Sparidae	Calamus	mu	Calamus_mu	1
8119	Aulopiformes	Synodontidae	Saurida	nebulosa	Saurida_nebulosa	1
8120	Atheriniformes	Atherinidae	Hypoatherina	ovalaua	Hypoatherina_ovalaua	0
8121	Beloniformes	Belonidae	Strongylura	incisa	Strongylura_incisa	0
8123	Pleuronectiformes	Bothidae	Asterorhombus	intermedius	Asterorhombus_intermedius	1
8124	Perciformes	Serranidae	Pseudanthias	hypselosoma	Pseudanthias_hypselosoma	1
8126	Perciformes	Pomacentridae	Chromis	iomelas	Chromis_iomelas	1
8127	Perciformes	Pomacentridae	Pristotis	obtusirostris	Pristotis_obtusirostris	1
8128	Perciformes	Labridae	Choerodon	graphicus	Choerodon_graphicus	1
8129	Tetraodontiformes	Ostraciidae	Tetrosomus	gibbosus	Tetrosomus_gibbosus	1
8166	Perciformes	Sparidae	Rhabdosargus	haffara	Rhabdosargus_haffara	1
8173	Perciformes	Kyphosidae	Girella	tricuspidata	Girella_tricuspidata	1
8178	Tetraodontiformes	Monacanthidae	Anacanthus	barbatus	Anacanthus_barbatus	1
8180	Tetraodontiformes	Tetraodontidae	Lagocephalus	spadiceus	Lagocephalus_spadiceus	1
8183	Beryciformes	Monocentridae	Monocentris	japonica	Monocentris_japonica	0
8188	Perciformes	Pinguipedidae	Parapercis	alboguttata	Parapercis_alboguttata	1
8189	Perciformes	Pempheridae	Pempheris	molucca	Pempheris_molucca	1
8192	Tetraodontiformes	Ostraciidae	Ostracion	nasus	Ostracion_nasus	1
4461	Perciformes	Serranidae	Epinephelus	tauvina	Epinephelus_tauvina	1
8199	Lophiiformes	Ogcocephalidae	Ogcocephalus	darwini	Ogcocephalus_darwini	1
8200	Perciformes	Oplegnathidae	Oplegnathus	insignis	Oplegnathus_insignis	0
8204	Perciformes	Serranidae	Mycteroperca	olfax	Mycteroperca_olfax	1
8207	Anguilliformes	Muraenidae	Muraena	lentiginosa	Muraena_lentiginosa	1
8208	Perciformes	Labridae	Halichoeres	dispilus	Halichoeres_dispilus	1
8209	Perciformes	Pomacentridae	Neopomacentrus	cyanomos	Neopomacentrus_cyanomos	1
8210	Beryciformes	Monocentridae	Cleidopus	gloriamaris	Cleidopus_gloriamaris	0
8212	Perciformes	Latidae	Psammoperca	waigiensis	Psammoperca_waigiensis	0
