Order	Family	Genus	Species	Latin_name	Reef_associated
27611	Perciformes	Xenisthmidae	Tyson	belos	Tyson_belos	1
27685	Perciformes	Labrisomidae	Starksia	fasciata	Starksia_fasciata	1
27687	Perciformes	Tripterygiidae	Enneanectes	jordani	Enneanectes_jordani	1
27690	Anguilliformes	Muraenidae	Gymnothorax	australicola	Gymnothorax_australicola	1
27861	Ophidiiformes	Carapidae	Encheliophis	vermiops	Encheliophis_vermiops	1
27899	Perciformes	Labrisomidae	Malacoctenus	delalandii	Malacoctenus_delalandii	1
27905	Perciformes	Chaenopsidae	Acanthemblemaria	medusa	Acanthemblemaria_medusa	1
27908	Perciformes	Chaenopsidae	Protemblemaria	punctata	Protemblemaria_punctata	1
27909	Perciformes	Chaenopsidae	Chaenopsis	resh	Chaenopsis_resh	1
27910	Perciformes	Chaenopsidae	Chaenopsis	stephensi	Chaenopsis_stephensi	1
27911	Perciformes	Chaenopsidae	Emblemaria	biocellata	Emblemaria_biocellata	1
27912	Perciformes	Chaenopsidae	Emblemaria	culmenis	Emblemaria_culmenis	1
27913	Perciformes	Chaenopsidae	Emblemaria	diphyodontis	Emblemaria_diphyodontis	1
27952	Perciformes	Chaenopsidae	Emblemariopsis	randalli	Emblemariopsis_randalli	1
27962	Anguilliformes	Ophichthidae	Apterichtus	keramanus	Apterichtus_keramanus	1
28055	Perciformes	Gobiidae	Gobiodon	acicularis	Gobiodon_acicularis	1
28063	Perciformes	Gobiidae	Trimma	barralli	Trimma_barralli	1
28064	Perciformes	Gobiidae	Trimma	filamentosus	Trimma_filamentosus	1
28069	Perciformes	Gobiidae	Trimma	avidori	Trimma_avidori	1
28070	Perciformes	Gobiidae	Trimma	fishelsoni	Trimma_fishelsoni	1
28071	Perciformes	Gobiidae	Trimma	flavicaudatus	Trimma_flavicaudatus	1
28072	Perciformes	Gobiidae	Trimma	mendelssohni	Trimma_mendelssohni	1
28073	Perciformes	Gobiidae	Trimma	sheppardi	Trimma_sheppardi	1
28076	Perciformes	Gobiidae	Coryphopterus	venezuelae	Coryphopterus_venezuelae	1
28081	Perciformes	Gobiidae	Trimma	benjamini	Trimma_benjamini	1
28118	Cypriniformes	Cyprinidae	Gobiosoma	spes	Gobiosoma_spes	0
28125	Scorpaeniformes	Scorpaenidae	Scorpaenopsis	lactomaculata	Scorpaenopsis_lactomaculata	1
28126	Scorpaeniformes	Tetrarogidae	Pseudovespicula	dracaena	Pseudovespicula_dracaena	0
28132	Anguilliformes	Ophichthidae	Pisodonophis	hoeveni	Pisodonophis_hoeveni	1
28136	Perciformes	Gobiidae	Microgobius	signatus	Microgobius_signatus	1
28222	Batrachoidiformes	Batrachoididae	Thalassophryne	nattereri	Thalassophryne_nattereri	1
28230	Scorpaeniformes	Neosebastidae	Maxillicosta	raoulensis	Maxillicosta_raoulensis	0
28231	Scorpaeniformes	Tetrarogidae	Ocosia	apia	Ocosia_apia	0
28233	Perciformes	Blenniidae	Parablennius	laticlavius	Parablennius_laticlavius	1
28242	Lophiiformes	Ogcocephalidae	Ogcocephalus	notatus	Ogcocephalus_notatus	1
28244	Lophiiformes	Ogcocephalidae	Ogcocephalus	pumilus	Ogcocephalus_pumilus	1
28268	Perciformes	Gobiidae	Mugilogobius	parvus	Mugilogobius_parvus	1
298	Anguilliformes	Muraenesocidae	Muraenesox	cinereus	Muraenesox_cinereus	0
299	Anguilliformes	Congridae	Conger	orbignianus	Conger_orbignianus	1
30	Gadiformes	Merlucciidae	Merluccius	merluccius	Merluccius_merluccius	0
301	Anguilliformes	Congridae	Conger	conger	Conger_conger	1
3067	Batrachoidiformes	Batrachoididae	Opsanus	beta	Opsanus_beta	1
3068	Batrachoidiformes	Batrachoididae	Opsanus	pardus	Opsanus_pardus	1
3069	Batrachoidiformes	Batrachoididae	Opsanus	tau	Opsanus_tau	1
3073	Gobiesociformes	Gobiesocidae	Acyrtops	beryllinus	Acyrtops_beryllinus	1
3076	Gobiesociformes	Gobiesocidae	Gobiesox	papillifer	Gobiesox_papillifer	1
3077	Gobiesociformes	Gobiesocidae	Gobiesox	punctulatus	Gobiesox_punctulatus	1
3079	Gobiesociformes	Gobiesocidae	Gobiesox	strumosus	Gobiesox_strumosus	1
3082	Lophiiformes	Lophiidae	Lophiodes	reticulatus	Lophiodes_reticulatus	0
3083	Lophiiformes	Antennariidae	Antennarius	avalonis	Antennarius_avalonis	1
3084	Lophiiformes	Antennariidae	Antennarius	multiocellatus	Antennarius_multiocellatus	1
3085	Lophiiformes	Antennariidae	Antennarius	ocellatus	Antennarius_ocellatus	1
3086	Lophiiformes	Antennariidae	Antennarius	pauciradiatus	Antennarius_pauciradiatus	1
3087	Lophiiformes	Antennariidae	Antennarius	radiosus	Antennarius_radiosus	1
3089	Lophiiformes	Antennariidae	Histrio	histrio	Histrio_histrio	1
3091	Lophiiformes	Ogcocephalidae	Halieutichthys	aculeatus	Halieutichthys_aculeatus	1
3092	Lophiiformes	Ogcocephalidae	Ogcocephalus	nasutus	Ogcocephalus_nasutus	1
3093	Lophiiformes	Ogcocephalidae	Ogcocephalus	parvus	Ogcocephalus_parvus	1
3094	Lophiiformes	Ogcocephalidae	Ogcocephalus	radiatus	Ogcocephalus_radiatus	1
3095	Lophiiformes	Ogcocephalidae	Ogcocephalus	corniger	Ogcocephalus_corniger	1
3113	Ophidiiformes	Ophidiidae	Ophidion	holbrookii	Ophidion_holbrookii	1
3116	Ophidiiformes	Ophidiidae	Ophidion	selenops	Ophidion_selenops	1
3118	Ophidiiformes	Ophidiidae	Otophidium	dormitator	Otophidium_dormitator	1
3119	Ophidiiformes	Ophidiidae	Otophidium	omostigma	Otophidium_omostigma	1
3123	Ophidiiformes	Bythitidae	Ogilbia	cayorum	Ogilbia_cayorum	1
3124	Ophidiiformes	Bythitidae	Grammonus	claudei	Grammonus_claudei	1
3125	Ophidiiformes	Bythitidae	Grammonus	diagrammus	Grammonus_diagrammus	1
3126	Ophidiiformes	Ophidiidae	Petrotyx	sanguineus	Petrotyx_sanguineus	1
3127	Ophidiiformes	Bythitidae	Stygnobrotula	latebricola	Stygnobrotula_latebricola	1
3128	Gymnotiformes	Sternopygidae	Carapus	bermudensis	Carapus_bermudensis	0
3163	Beloniformes	Belonidae	Strongylura	notata_notata	Strongylura_notata_notata	0
3246	Beryciformes	Holocentridae	Corniger	spinosus	Corniger_spinosus	1
3247	Beryciformes	Holocentridae	Sargocentron	bullisi	Sargocentron_bullisi	1
3248	Beryciformes	Holocentridae	Sargocentron	coruscum	Sargocentron_coruscum	1
3249	Beryciformes	Holocentridae	Neoniphon	marianus	Neoniphon_marianus	1
3250	Beryciformes	Holocentridae	Sargocentron	poco	Sargocentron_poco	1
3251	Beryciformes	Holocentridae	Sargocentron	vexillarium	Sargocentron_vexillarium	1
3252	Beryciformes	Holocentridae	Ostichthys	trachypoma	Ostichthys_trachypoma	1
3253	Beryciformes	Holocentridae	Plectrypops	retrospinis	Plectrypops_retrospinis	1
3275	Syngnathiformes	Fistulariidae	Fistularia	tabacaria	Fistularia_tabacaria	1
3276	Syngnathiformes	Fistulariidae	Fistularia	petimba	Fistularia_petimba	1
3279	Syngnathiformes	Syngnathidae	Acentronura	dendritica	Acentronura_dendritica	1
3280	Syngnathiformes	Syngnathidae	Cosmocampus	albirostris	Cosmocampus_albirostris	1
3281	Syngnathiformes	Syngnathidae	Cosmocampus	brachycephalus	Cosmocampus_brachycephalus	1
3283	Syngnathiformes	Syngnathidae	Hippocampus	erectus	Hippocampus_erectus	1
3284	Syngnathiformes	Syngnathidae	Hippocampus	ingens	Hippocampus_ingens	1
3285	Syngnathiformes	Syngnathidae	Hippocampus	reidi	Hippocampus_reidi	1
3286	Syngnathiformes	Syngnathidae	Hippocampus	zosterae	Hippocampus_zosterae	1
3287	Syngnathiformes	Syngnathidae	Anarchopterus	criniger	Anarchopterus_criniger	1
3288	Syngnathiformes	Syngnathidae	Micrognathus	crinitus	Micrognathus_crinitus	1
3290	Syngnathiformes	Syngnathidae	Anarchopterus	tectus	Anarchopterus_tectus	1
3293	Syngnathiformes	Syngnathidae	Cosmocampus	arctus_arctus	Cosmocampus_arctus_arctus	1
3297	Syngnathiformes	Syngnathidae	Cosmocampus	elucens	Cosmocampus_elucens	1
3300	Syngnathiformes	Syngnathidae	Syngnathus	floridae	Syngnathus_floridae	1
3301	Syngnathiformes	Syngnathidae	Syngnathus	fuscus	Syngnathus_fuscus	1
3302	Syngnathiformes	Syngnathidae	Cosmocampus	hildebrandi	Cosmocampus_hildebrandi	1
3304	Syngnathiformes	Syngnathidae	Syngnathus	louisianae	Syngnathus_louisianae	1
3305	Syngnathiformes	Syngnathidae	Syngnathus	pelagicus	Syngnathus_pelagicus	1
3306	Syngnathiformes	Syngnathidae	Syngnathus	scovelli	Syngnathus_scovelli	1
3307	Syngnathiformes	Syngnathidae	Syngnathus	springeri	Syngnathus_springeri	1
3310	Perciformes	Acropomatidae	Stereolepis	gigas	Stereolepis_gigas	0
3517	Perciformes	Priacanthidae	Cookeolus	japonicus	Cookeolus_japonicus	1
3518	Perciformes	Priacanthidae	Pristigenys	alta	Pristigenys_alta	1
3519	Perciformes	Priacanthidae	Pristigenys	serrula	Pristigenys_serrula	1
352	Perciformes	Serranidae	Paralabrax	humeralis	Paralabrax_humeralis	1
3520	Perciformes	Apogonidae	Apogon	affinis	Apogon_affinis	1
3521	Perciformes	Apogonidae	Apogon	aurolineatus	Apogon_aurolineatus	1
3522	Perciformes	Apogonidae	Apogon	binotatus	Apogon_binotatus	1
3523	Perciformes	Apogonidae	Apogon	guadalupensis	Apogon_guadalupensis	1
3312	Perciformes	Serranidae	Pronotogrammus	multifasciatus	Pronotogrammus_multifasciatus	1
3313	Perciformes	Serranidae	Anthias	nicholsi	Anthias_nicholsi	1
3314	Perciformes	Serranidae	Anthias	tenuis	Anthias_tenuis	1
3315	Perciformes	Serranidae	Centropristis	fuscula	Centropristis_fuscula	1
3316	Perciformes	Serranidae	Centropristis	ocyurus	Centropristis_ocyurus	1
3318	Perciformes	Serranidae	Diplectrum	bivittatum	Diplectrum_bivittatum	1
3322	Perciformes	Serranidae	Dermatolepis	inermis	Dermatolepis_inermis	1
3323	Perciformes	Serranidae	Gonioplectrus	hispanus	Gonioplectrus_hispanus	1
3326	Perciformes	Serranidae	Hemanthias	peruanus	Hemanthias_peruanus	1
3328	Perciformes	Serranidae	Pronotogrammus	martinicensis	Pronotogrammus_martinicensis	1
3329	Perciformes	Serranidae	Hypoplectrus	unicolor	Hypoplectrus_unicolor	1
3330	Perciformes	Serranidae	Liopropoma	eukrines	Liopropoma_eukrines	1
3331	Perciformes	Serranidae	Liopropoma	mowbrayi	Liopropoma_mowbrayi	1
3332	Perciformes	Serranidae	Liopropoma	rubre	Liopropoma_rubre	1
3333	Perciformes	Serranidae	Mycteroperca	jordani	Mycteroperca_jordani	1
3334	Perciformes	Serranidae	Mycteroperca	xenarcha	Mycteroperca_xenarcha	1
3336	Perciformes	Serranidae	Paralabrax	maculatofasciatus	Paralabrax_maculatofasciatus	1
3337	Perciformes	Serranidae	Paralabrax	nebulifer	Paralabrax_nebulifer	1
3340	Perciformes	Serranidae	Schultzea	beta	Schultzea_beta	1
3341	Perciformes	Serranidae	Serraniculus	pumilio	Serraniculus_pumilio	1
3342	Perciformes	Serranidae	Serranus	annularis	Serranus_annularis	1
3343	Perciformes	Serranidae	Serranus	atrobranchus	Serranus_atrobranchus	1
3344	Perciformes	Serranidae	Serranus	baldwini	Serranus_baldwini	1
3345	Perciformes	Serranidae	Serranus	chionaraia	Serranus_chionaraia	1
3346	Perciformes	Serranidae	Serranus	notospilus	Serranus_notospilus	1
3347	Perciformes	Serranidae	Serranus	phoebe	Serranus_phoebe	1
3348	Perciformes	Serranidae	Serranus	subligarius	Serranus_subligarius	1
3349	Perciformes	Serranidae	Serranus	tabacarius	Serranus_tabacarius	1
3350	Perciformes	Serranidae	Serranus	tigrinus	Serranus_tigrinus	1
3351	Perciformes	Serranidae	Serranus	tortugarum	Serranus_tortugarum	1
3352	Perciformes	Serranidae	Pseudogramma	gregoryi	Pseudogramma_gregoryi	1
3353	Perciformes	Serranidae	Rypticus	bistrispinus	Rypticus_bistrispinus	1
3354	Perciformes	Serranidae	Rypticus	maculatus	Rypticus_maculatus	1
3355	Perciformes	Serranidae	Rypticus	subbifrenatus	Rypticus_subbifrenatus	1
3356	Perciformes	Grammatidae	Lipogramma	trilineatum	Lipogramma_trilineatum	1
345	Perciformes	Centropomidae	Centropomus	undecimalis	Centropomus_undecimalis	1
346	Perciformes	Latidae	Lates	calcarifer	Lates_calcarifer	0
7331	Perciformes	Serranidae	Epinephelus	bilobatus	Epinephelus_bilobatus	1
349	Perciformes	Polyprionidae	Polyprion	americanus	Polyprion_americanus	0
350	Perciformes	Polyprionidae	Polyprion	oxygeneios	Polyprion_oxygeneios	0
351	Perciformes	Serranidae	Acanthistius	brasilianus	Acanthistius_brasilianus	1
3524	Perciformes	Apogonidae	Apogon	lachneri	Apogon_lachneri	1
3525	Perciformes	Apogonidae	Apogon	leptocaulus	Apogon_leptocaulus	1
3526	Perciformes	Apogonidae	Apogon	maculatus	Apogon_maculatus	1
3527	Perciformes	Apogonidae	Apogon	phenax	Apogon_phenax	1
3528	Perciformes	Apogonidae	Apogon	pillionatus	Apogon_pillionatus	1
3529	Perciformes	Apogonidae	Apogon	planifrons	Apogon_planifrons	1
3530	Perciformes	Apogonidae	Apogon	pseudomaculatus	Apogon_pseudomaculatus	1
3531	Perciformes	Apogonidae	Apogon	quadrisquamatus	Apogon_quadrisquamatus	1
3532	Perciformes	Apogonidae	Apogon	townsendi	Apogon_townsendi	1
3533	Perciformes	Apogonidae	Astrapogon	alutus	Astrapogon_alutus	1
3534	Perciformes	Apogonidae	Astrapogon	puncticulatus	Astrapogon_puncticulatus	1
3535	Perciformes	Apogonidae	Astrapogon	stellatus	Astrapogon_stellatus	1
3536	Perciformes	Apogonidae	Phaeoptyx	conklini	Phaeoptyx_conklini	1
3537	Perciformes	Apogonidae	Phaeoptyx	pigmentaria	Phaeoptyx_pigmentaria	1
3538	Perciformes	Apogonidae	Phaeoptyx	xenus	Phaeoptyx_xenus	1
3539	Perciformes	Malacanthidae	Caulolatilus	princeps	Caulolatilus_princeps	1
354	Perciformes	Lutjanidae	Lutjanus	dodecacanthoides	Lutjanus_dodecacanthoides	1
3541	Perciformes	Malacanthidae	Malacanthus	plumieri	Malacanthus_plumieri	1
3542	Perciformes	Rachycentridae	Rachycentron	canadum	Rachycentron_canadum	0
356	Perciformes	Priacanthidae	Priacanthus	macracanthus	Priacanthus_macracanthus	1
3563	Perciformes	Gerreidae	Diapterus	auratus	Diapterus_auratus	0
3566	Perciformes	Gerreidae	Eucinostomus	lefroyi	Eucinostomus_lefroyi	0
3567	Perciformes	Gerreidae	Eucinostomus	jonesii	Eucinostomus_jonesii	0
3568	Perciformes	Haemulidae	Anisotremus	davidsonii	Anisotremus_davidsonii	1
3569	Perciformes	Haemulidae	Microlepidotus	inornatus	Microlepidotus_inornatus	1
3570	Perciformes	Haemulidae	Xenistius	californiensis	Xenistius_californiensis	1
3571	Perciformes	Inermiidae	Emmelichthyops	atlanticus	Emmelichthyops_atlanticus	0
3572	Perciformes	Inermiidae	Inermia	vittata	Inermia_vittata	0
3573	Perciformes	Sparidae	Calamus	brachysomus	Calamus_brachysomus	1
3574	Perciformes	Sparidae	Diplodus	argenteus_argenteus	Diplodus_argenteus_argenteus	1
3576	Perciformes	Sparidae	Lagodon	rhomboides	Lagodon_rhomboides	1
3578	Perciformes	Sciaenidae	Atractoscion	nobilis	Atractoscion_nobilis	1
3580	Perciformes	Sciaenidae	Cheilotrema	saturnum	Cheilotrema_saturnum	1
3583	Perciformes	Sciaenidae	Pareques	acuminatus	Pareques_acuminatus	1
3584	Perciformes	Sciaenidae	Equetus	lanceolatus	Equetus_lanceolatus	1
3585	Perciformes	Sciaenidae	Equetus	punctatus	Equetus_punctatus	1
3586	Perciformes	Sciaenidae	Pareques	umbrosus	Pareques_umbrosus	1
3591	Perciformes	Mullidae	Mulloidichthys	dentatus	Mulloidichthys_dentatus	1
3592	Perciformes	Mullidae	Pseudupeneus	grandisquamis	Pseudupeneus_grandisquamis	1
3593	Perciformes	Pempheridae	Pempheris	schomburgkii	Pempheris_schomburgkii	1
3594	Perciformes	Kyphosidae	Girella	nigricans	Girella_nigricans	1
3595	Perciformes	Kyphosidae	Hermosilla	azurea	Hermosilla_azurea	1
3596	Perciformes	Kyphosidae	Kyphosus	analogus	Kyphosus_analogus	1
3597	Perciformes	Kyphosidae	Medialuna	californiensis	Medialuna_californiensis	1
3598	Perciformes	Kyphosidae	Sectator	ocyurus	Sectator_ocyurus	1
3599	Perciformes	Ephippidae	Chaetodipterus	zonatus	Chaetodipterus_zonatus	1
3600	Perciformes	Chaetodontidae	Prognathodes	aculeatus	Prognathodes_aculeatus	1
3601	Perciformes	Chaetodontidae	Prognathodes	aya	Prognathodes_aya	1
5562	Perciformes	Chaetodontidae	Chaetodon	ephippium	Chaetodon_ephippium	1
3603	Perciformes	Chaetodontidae	Prognathodes	falcifer	Prognathodes_falcifer	1
8014	Perciformes	Chaetodontidae	Chaetodon	falcula	Chaetodon_falcula	1
12274	Perciformes	Chaetodontidae	Chaetodon	fasciatus	Chaetodon_fasciatus	1
6527	Perciformes	Chaetodontidae	Chaetodon	flavirostris	Chaetodon_flavirostris	1
3607	Perciformes	Pomacanthidae	Centropyge	argi	Centropyge_argi	1
3608	Perciformes	Pomacanthidae	Holacanthus	bermudensis	Holacanthus_bermudensis	1
3609	Perciformes	Pomacanthidae	Holacanthus	ciliaris	Holacanthus_ciliaris	1
361	Perciformes	Serranidae	Centropristis	striata	Centropristis_striata	1
3610	Perciformes	Pomacanthidae	Holacanthus	tricolor	Holacanthus_tricolor	1
362	Perciformes	Malacanthidae	Lopholatilus	chamaeleonticeps	Lopholatilus_chamaeleonticeps	1
3641	Perciformes	Embiotocidae	Zalembius	rosaceus	Zalembius_rosaceus	0
3642	Perciformes	Pomacentridae	Chromis	cyanea	Chromis_cyanea	1
3643	Perciformes	Pomacentridae	Chromis	enchrysura	Chromis_enchrysura	1
3644	Perciformes	Pomacentridae	Chromis	insolata	Chromis_insolata	1
3647	Perciformes	Pomacentridae	Chromis	scotti	Chromis_scotti	1
3648	Perciformes	Pomacentridae	Hypsypops	rubicundus	Hypsypops_rubicundus	1
3649	Perciformes	Pomacentridae	Stegastes	diencaeus	Stegastes_diencaeus	1
3650	Perciformes	Pomacentridae	Stegastes	fuscus	Stegastes_fuscus	1
3651	Perciformes	Pomacentridae	Stegastes	leucostictus	Stegastes_leucostictus	1
3652	Perciformes	Pomacentridae	Stegastes	partitus	Stegastes_partitus	1
3653	Perciformes	Pomacentridae	Stegastes	planifrons	Stegastes_planifrons	1
3654	Perciformes	Pomacentridae	Stegastes	variabilis	Stegastes_variabilis	1
3655	Perciformes	Cirrhitidae	Amblycirrhitus	pinos	Amblycirrhitus_pinos	1
3656	Perciformes	Labridae	Clepticus	parrae	Clepticus_parrae	1
3657	Perciformes	Labridae	Decodon	puellaris	Decodon_puellaris	1
3658	Perciformes	Labridae	Doratonotus	megalepis	Doratonotus_megalepis	1
3659	Perciformes	Labridae	Halichoeres	bathyphilus	Halichoeres_bathyphilus	1
366	Perciformes	Carangidae	Trachurus	japonicus	Trachurus_japonicus	1
3660	Perciformes	Labridae	Halichoeres	bivittatus	Halichoeres_bivittatus	1
3661	Perciformes	Labridae	Halichoeres	caudalis	Halichoeres_caudalis	1
3662	Perciformes	Labridae	Halichoeres	cyanocephalus	Halichoeres_cyanocephalus	1
3663	Perciformes	Labridae	Halichoeres	garnoti	Halichoeres_garnoti	1
3664	Perciformes	Labridae	Halichoeres	maculipinna	Halichoeres_maculipinna	1
3665	Perciformes	Labridae	Halichoeres	pictus	Halichoeres_pictus	1
3666	Perciformes	Labridae	Halichoeres	poeyi	Halichoeres_poeyi	1
3667	Perciformes	Labridae	Halichoeres	semicinctus	Halichoeres_semicinctus	1
3668	Perciformes	Labridae	Xyrichtys	martinicensis	Xyrichtys_martinicensis	1
3669	Perciformes	Labridae	Xyrichtys	splendens	Xyrichtys_splendens	1
3671	Perciformes	Labridae	Semicossyphus	pulcher	Semicossyphus_pulcher	1
3673	Perciformes	Labridae	Thalassoma	bifasciatum	Thalassoma_bifasciatum	1
3674	Perciformes	Scaridae	Cryptotomus	roseus	Cryptotomus_roseus	1
3675	Perciformes	Scaridae	Sparisoma	atomarium	Sparisoma_atomarium	1
3676	Perciformes	Scaridae	Sparisoma	radians	Sparisoma_radians	1
3683	Perciformes	Opistognathidae	Lonchopisthus	micrognathus	Lonchopisthus_micrognathus	1
3684	Perciformes	Opistognathidae	Opistognathus	aurifrons	Opistognathus_aurifrons	1
3685	Perciformes	Opistognathidae	Opistognathus	lonchurus	Opistognathus_lonchurus	1
3686	Perciformes	Opistognathidae	Opistognathus	macrognathus	Opistognathus_macrognathus	1
3687	Perciformes	Opistognathidae	Opistognathus	maxillosus	Opistognathus_maxillosus	1
3689	Perciformes	Opistognathidae	Opistognathus	whitehursti	Opistognathus_whitehursti	1
3698	Perciformes	Dactyloscopidae	Dactyloscopus	crossotus	Dactyloscopus_crossotus	1
3699	Perciformes	Dactyloscopidae	Dactyloscopus	tridigitatus	Dactyloscopus_tridigitatus	1
370	Perciformes	Gobiidae	Exyrias	belissimus	Exyrias_belissimus	1
3700	Perciformes	Dactyloscopidae	Gillellus	greyae	Gillellus_greyae	1
3701	Perciformes	Dactyloscopidae	Platygillellus	rubrocinctus	Platygillellus_rubrocinctus	1
3702	Perciformes	Dactyloscopidae	Gillellus	uranidea	Gillellus_uranidea	1
3704	Perciformes	Uranoscopidae	Astroscopus	y-graecum	Astroscopus_y-graecum	1
3708	Perciformes	Chaenopsidae	Acanthemblemaria	aspera	Acanthemblemaria_aspera	1
3709	Perciformes	Chaenopsidae	Acanthemblemaria	chaplini	Acanthemblemaria_chaplini	1
3711	Perciformes	Chaenopsidae	Chaenopsis	alepidota_alepidota	Chaenopsis_alepidota_alepidota	1
3712	Perciformes	Chaenopsidae	Chaenopsis	limbaughi	Chaenopsis_limbaughi	1
3713	Perciformes	Chaenopsidae	Chaenopsis	ocellata	Chaenopsis_ocellata	1
3715	Perciformes	Chaenopsidae	Emblemaria	atlantica	Emblemaria_atlantica	1
3716	Perciformes	Chaenopsidae	Emblemariopsis	bahamensis	Emblemariopsis_bahamensis	1
3717	Perciformes	Chaenopsidae	Emblemariopsis	diaphanus	Emblemariopsis_diaphanus	1
3718	Perciformes	Chaenopsidae	Emblemaria	pandionis	Emblemaria_pandionis	1
3719	Perciformes	Chaenopsidae	Emblemaria	piratula	Emblemaria_piratula	1
3720	Perciformes	Tripterygiidae	Enneanectes	altivelis	Enneanectes_altivelis	1
3721	Perciformes	Tripterygiidae	Enneanectes	boehlkei	Enneanectes_boehlkei	1
3722	Perciformes	Tripterygiidae	Enneanectes	pectoralis	Enneanectes_pectoralis	1
3727	Perciformes	Chaenopsidae	Hemiemblemaria	simulus	Hemiemblemaria_simulus	1
3729	Perciformes	Labrisomidae	Labrisomus	bucciferus	Labrisomus_bucciferus	1
3730	Perciformes	Labrisomidae	Labrisomus	gobio	Labrisomus_gobio	1
3731	Perciformes	Labrisomidae	Labrisomus	guppyi	Labrisomus_guppyi	1
3732	Perciformes	Labrisomidae	Labrisomus	haitiensis	Labrisomus_haitiensis	1
3733	Perciformes	Labrisomidae	Labrisomus	kalisherae	Labrisomus_kalisherae	1
3734	Perciformes	Labrisomidae	Labrisomus	nigricinctus	Labrisomus_nigricinctus	1
3735	Perciformes	Labrisomidae	Labrisomus	nuchipinnis	Labrisomus_nuchipinnis	1
3736	Perciformes	Labrisomidae	Malacoctenus	aurolineatus	Malacoctenus_aurolineatus	1
3737	Perciformes	Labrisomidae	Malacoctenus	macropus	Malacoctenus_macropus	1
3738	Perciformes	Labrisomidae	Malacoctenus	triangulatus	Malacoctenus_triangulatus	1
3739	Perciformes	Labrisomidae	Nemaclinus	atelestos	Nemaclinus_atelestos	1
3743	Perciformes	Labrisomidae	Paraclinus	cingulatus	Paraclinus_cingulatus	1
3744	Perciformes	Labrisomidae	Paraclinus	fasciatus	Paraclinus_fasciatus	1
3745	Perciformes	Labrisomidae	Paraclinus	grandicomis	Paraclinus_grandicomis	1
3746	Perciformes	Labrisomidae	Paraclinus	infrons	Paraclinus_infrons	1
3748	Perciformes	Labrisomidae	Paraclinus	marmoratus	Paraclinus_marmoratus	1
3749	Perciformes	Labrisomidae	Paraclinus	nigripinnis	Paraclinus_nigripinnis	1
